TB_IDN,2014_03,2014_04,2014_05,2014_06,2014_07,2014_08,2014_09,2014_10,2014_11,2014_12,2015_01,2015_02,2015_03,2015_04,2015_05,2015_06,2015_07,2015_08,2015_09,2015_10,2015_11,2015_12,2016_01,2016_02,2016_03,2016_04,2016_05,2016_06,2016_07,2016_08,2016_09,2016_10,2016_11,2016_12,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017_09,2017_10,2017_11,2017_12,2018_01,2018_02,2018_03,2018_04,2018_05,2018_06
801107,40.35,127.85,185.19,159.20,136.71,229.44,386.57,367.14,399.74,350.94,51.88,8.21,0.78,84.68,159.83,145.43,224.09,315.77,298.07,225.96,297.97,131.78,71.56,45.50,0.00,20.35,262.80,226.78,287.15,174.70,217.38,285.13,251.18,506.75,654.80,48.67,107.52,147.95,299.52,183.66,127.83,274.37,299.41,137.17,609.36,288.87,237.86,9.25,78.85,117.87,200.55,53.29
801202,6.19,29.96,172.15,147.39,74.39,192.62,120.54,317.16,437.39,549.12,45.39,4.92,1.85,106.04,85.61,73.84,113.36,186.37,160.64,283.81,514.18,264.81,129.63,94.16,0.00,9.00,92.91,132.92,182.43,78.25,136.52,252.56,299.72,1049.96,1152.11,73.32,92.68,199.15,130.51,129.27,97.32,173.21,223.87,111.58,1094.06,402.00,238.21,25.73,75.62,89.58,133.20,29.91
801203,6.92,31.98,170.23,123.62,72.97,176.06,109.25,304.60,418.80,521.08,45.47,4.81,1.10,109.47,108.83,69.82,101.89,189.41,158.52,268.64,515.83,290.09,92.65,59.86,0.00,6.58,95.29,133.32,201.42,81.28,154.52,255.75,314.69,1057.28,1116.45,61.67,91.83,256.24,140.29,110.78,92.48,129.97,200.02,116.13,1102.88,437.35,229.26,17.37,49.06,94.16,132.09,29.39
801204,10.98,70.25,194.89,138.91,78.80,242.40,130.57,327.40,453.59,553.45,48.80,3.17,1.37,103.74,162.95,105.83,134.10,382.70,185.31,309.14,538.54,290.28,167.33,75.95,0.00,8.07,143.48,180.43,195.07,99.49,148.29,291.82,345.08,1113.94,1150.30,85.35,113.63,230.74,166.80,200.05,108.22,222.57,256.27,130.89,1049.91,456.96,285.65,32.37,90.09,99.83,170.28,32.63
801205,6.19,29.96,172.15,147.39,74.39,192.62,120.54,317.16,437.39,549.12,45.39,4.92,1.85,106.04,85.61,73.84,113.36,186.37,160.64,283.81,514.18,264.81,129.63,94.16,0.00,9.00,92.91,132.92,182.43,78.25,136.52,252.56,299.72,1049.96,1152.11,73.32,92.68,199.15,130.51,129.27,97.32,173.21,223.87,111.58,1094.06,402.00,238.21,25.73,75.62,89.58,133.20,29.91
801206,10.98,70.25,194.89,138.91,78.80,242.40,130.57,327.40,453.59,553.45,48.80,3.17,1.37,103.74,162.95,105.83,134.10,382.70,185.31,309.14,538.54,290.28,167.33,75.95,0.00,8.07,143.48,180.43,195.07,99.49,148.29,291.82,345.08,1113.94,1150.30,85.35,113.63,230.74,166.80,200.05,108.22,222.57,256.27,130.89,1049.91,456.96,285.65,32.37,90.09,99.83,170.28,32.63
801207,6.92,31.98,170.23,123.62,72.97,176.06,109.25,304.60,418.80,521.08,45.47,4.81,1.10,109.47,108.83,69.82,101.89,189.41,158.52,268.64,515.83,290.09,92.65,59.86,0.00,6.58,95.29,133.32,201.42,81.28,154.52,255.75,314.69,1057.28,1116.45,61.67,91.83,256.24,140.29,110.78,92.48,129.97,200.02,116.13,1102.88,437.35,229.26,17.37,49.06,94.16,132.09,29.39
801208,6.19,29.96,172.15,147.39,74.39,192.62,120.54,317.16,437.39,549.12,45.39,4.92,1.85,106.04,85.61,73.84,113.36,186.37,160.64,283.81,514.18,264.81,129.63,94.16,0.00,9.00,92.91,132.92,182.43,78.25,136.52,252.56,299.72,1049.96,1152.11,73.32,92.68,199.15,130.51,129.27,97.32,173.21,223.87,111.58,1094.06,402.00,238.21,25.73,75.62,89.58,133.20,29.91
801209,4.73,34.67,203.78,111.63,88.21,169.97,132.45,377.69,406.21,543.24,98.95,5.80,1.20,99.15,70.71,65.43,116.68,241.96,149.73,257.96,521.59,287.52,124.01,136.49,0.00,0.28,91.48,125.37,152.35,76.03,143.93,273.56,296.36,1111.55,1349.02,99.14,104.38,213.71,136.09,158.90,103.03,231.23,223.93,116.75,1100.46,428.23,256.04,32.28,134.29,101.95,145.86,41.10
801210,6.19,29.96,172.15,147.39,74.39,192.62,120.54,317.16,437.39,549.12,45.39,4.92,1.85,106.04,85.61,73.84,113.36,186.37,160.64,283.81,514.18,264.81,129.63,94.16,0.00,9.00,92.91,132.92,182.43,78.25,136.52,252.56,299.72,1049.96,1152.11,73.32,92.68,199.15,130.51,129.27,97.32,173.21,223.87,111.58,1094.06,402.00,238.21,25.73,75.62,89.58,133.20,29.91
801211,6.92,31.98,170.23,123.62,72.97,176.06,109.25,304.60,418.80,521.08,45.47,4.81,1.10,109.47,108.83,69.82,101.89,189.41,158.52,268.64,515.83,290.09,92.65,59.86,0.00,6.58,95.29,133.32,201.42,81.28,154.52,255.75,314.69,1057.28,1116.45,61.67,91.83,256.24,140.29,110.78,92.48,129.97,200.02,116.13,1102.88,437.35,229.26,17.37,49.06,94.16,132.09,29.39
801212,5.99,28.49,185.21,107.59,74.67,193.46,102.64,295.26,468.18,528.67,39.24,4.87,1.29,106.47,62.99,74.54,102.44,170.22,164.28,259.75,513.02,257.54,112.04,80.86,0.00,0.12,92.23,113.10,200.17,68.15,125.86,255.88,268.99,1078.02,1101.28,61.99,89.97,195.58,133.04,127.87,96.97,163.11,192.46,98.94,1111.67,398.15,221.28,16.79,43.33,92.81,115.79,28.49
801213,6.92,31.98,170.23,123.62,72.97,176.06,109.25,304.60,418.80,521.08,45.47,4.81,1.10,109.47,108.83,69.82,101.89,189.41,158.52,268.64,515.83,290.09,92.65,59.86,0.00,6.58,95.29,133.32,201.42,81.28,154.52,255.75,314.69,1057.28,1116.45,61.67,91.83,256.24,140.29,110.78,92.48,129.97,200.02,116.13,1102.88,437.35,229.26,17.37,49.06,94.16,132.09,29.39
801214,6.19,29.96,172.15,147.39,74.39,192.62,120.54,317.16,437.39,549.12,45.39,4.92,1.85,106.04,85.61,73.84,113.36,186.37,160.64,283.81,514.18,264.81,129.63,94.16,0.00,9.00,92.91,132.92,182.43,78.25,136.52,252.56,299.72,1049.96,1152.11,73.32,92.68,199.15,130.51,129.27,97.32,173.21,223.87,111.58,1094.06,402.00,238.21,25.73,75.62,89.58,133.20,29.91
801215,6.68,26.86,161.45,106.26,75.63,166.86,100.26,286.09,456.50,531.43,39.22,3.29,1.32,101.97,94.03,69.14,99.63,177.88,149.31,242.54,517.64,250.77,92.89,49.31,0.00,2.39,94.49,122.07,198.34,77.88,130.97,252.65,311.94,1018.15,1128.22,102.79,90.82,190.94,136.87,126.59,91.06,143.42,184.53,124.18,1095.41,398.73,222.40,21.42,50.51,78.04,132.66,28.57
801216,6.68,26.86,161.45,106.26,75.63,166.86,100.26,286.09,456.50,531.43,39.22,3.29,1.32,101.97,94.03,69.14,99.63,177.88,149.31,242.54,517.64,250.77,92.89,49.31,0.00,2.39,94.49,122.07,198.34,77.88,130.97,252.65,311.94,1018.15,1128.22,102.79,90.82,190.94,136.87,126.59,91.06,143.42,184.53,124.18,1095.41,398.73,222.40,21.42,50.51,78.04,132.66,28.57
801217,6.68,26.86,161.45,106.26,75.63,166.86,100.26,286.09,456.50,531.43,39.22,3.29,1.32,101.97,94.03,69.14,99.63,177.88,149.31,242.54,517.64,250.77,92.89,49.31,0.00,2.39,94.49,122.07,198.34,77.88,130.97,252.65,311.94,1018.15,1128.22,102.79,90.82,190.94,136.87,126.59,91.06,143.42,184.53,124.18,1095.41,398.73,222.40,21.42,50.51,78.04,132.66,28.57
801218,6.68,26.86,161.45,106.26,75.63,166.86,100.26,286.09,456.50,531.43,39.22,3.29,1.32,101.97,94.03,69.14,99.63,177.88,149.31,242.54,517.64,250.77,92.89,49.31,0.00,2.39,94.49,122.07,198.34,77.88,130.97,252.65,311.94,1018.15,1128.22,102.79,90.82,190.94,136.87,126.59,91.06,143.42,184.53,124.18,1095.41,398.73,222.40,21.42,50.51,78.04,132.66,28.57
801301,16.30,69.72,280.83,148.49,86.29,177.64,164.49,305.94,404.82,493.44,63.63,5.26,1.25,85.49,120.32,89.62,157.56,216.89,199.56,245.91,432.29,207.34,92.67,59.63,0.00,13.80,142.83,165.73,212.98,101.63,136.78,269.75,309.39,884.23,1009.48,55.75,90.99,174.50,184.08,121.23,98.05,162.15,268.17,120.46,883.76,367.03,278.18,20.61,51.23,85.19,164.56,42.91
801302,12.20,89.24,173.87,154.05,91.83,177.75,148.86,307.68,437.43,500.37,54.94,4.67,0.84,81.08,118.93,99.65,150.00,224.54,200.31,282.40,463.60,226.52,92.46,64.40,0.00,17.14,144.72,148.94,224.54,107.65,136.11,265.41,324.85,890.53,1052.69,66.51,90.09,170.21,170.71,125.30,96.02,182.68,296.18,105.76,905.91,363.05,285.90,28.77,53.45,87.31,248.27,36.93
801303,12.85,43.77,171.01,145.90,87.26,179.38,138.74,313.19,437.21,567.12,81.26,5.08,2.14,85.69,103.38,92.72,136.36,208.91,185.84,281.87,505.01,295.78,93.39,67.14,0.00,1.11,132.17,133.95,199.25,94.86,135.50,255.18,330.61,1004.08,1073.67,96.88,91.00,166.16,158.55,117.94,93.15,167.66,244.07,125.39,962.79,368.53,266.97,19.37,46.95,90.78,156.31,33.68
801304,16.30,69.72,280.83,148.49,86.29,177.64,164.49,305.94,404.82,493.44,63.63,5.26,1.25,85.49,120.32,89.62,157.56,216.89,199.56,245.91,432.29,207.34,92.67,59.63,0.00,13.80,142.83,165.73,212.98,101.63,136.78,269.75,309.39,884.23,1009.48,55.75,90.99,174.50,184.08,121.23,98.05,162.15,268.17,120.46,883.76,367.03,278.18,20.61,51.23,85.19,164.56,42.91
801305,12.48,52.66,164.62,159.05,85.53,176.69,147.08,313.96,413.25,524.41,67.96,4.83,1.19,86.24,120.69,91.57,155.76,201.66,185.07,256.46,470.31,258.88,96.00,52.43,0.00,11.50,129.72,150.47,196.26,85.73,145.28,264.54,310.37,930.64,1048.32,52.78,96.79,172.24,168.99,120.80,91.39,146.54,216.50,119.59,924.58,411.94,285.83,18.43,39.52,94.77,171.60,35.42
801306,12.48,52.66,164.62,159.05,85.53,176.69,147.08,313.96,413.25,524.41,67.96,4.83,1.19,86.24,120.69,91.57,155.76,201.66,185.07,256.46,470.31,258.88,96.00,52.43,0.00,11.50,129.72,150.47,196.26,85.73,145.28,264.54,310.37,930.64,1048.32,52.78,96.79,172.24,168.99,120.80,91.39,146.54,216.50,119.59,924.58,411.94,285.83,18.43,39.52,94.77,171.60,35.42
801401,1.72,24.70,215.58,134.46,120.62,141.66,138.72,287.68,334.40,368.95,64.94,4.02,2.15,67.52,170.44,79.48,117.89,134.06,189.07,322.13,376.89,218.36,98.42,80.19,0.00,0.09,112.57,148.59,223.25,109.61,102.55,244.67,203.17,851.82,789.04,92.08,82.40,175.69,176.38,147.73,109.48,146.86,195.54,98.64,642.05,340.00,192.58,12.59,60.55,150.01,171.21,90.85
801402,10.34,26.24,178.08,129.87,101.76,145.89,127.59,275.70,389.55,515.88,69.90,5.64,1.27,70.14,88.83,77.50,138.85,153.26,185.74,291.08,428.45,248.07,98.63,88.68,0.00,0.91,108.38,122.61,282.14,89.92,111.75,241.45,232.13,989.98,939.38,91.17,76.61,147.31,145.91,116.35,102.61,127.52,197.29,98.00,731.38,395.20,248.22,14.73,68.08,152.73,148.90,72.66
801403,6.14,29.68,185.36,122.96,92.51,152.06,130.40,304.11,392.13,515.51,60.06,2.87,4.39,75.07,126.92,86.23,124.36,204.84,184.91,292.29,457.14,246.62,85.46,83.86,0.00,12.61,112.34,145.65,223.89,88.05,111.93,253.23,257.09,956.76,1032.88,68.47,67.55,151.54,143.95,121.00,96.10,119.06,176.54,95.22,798.84,388.92,201.59,9.74,72.96,137.30,144.50,59.13
801404,13.45,23.03,198.80,120.36,89.00,162.35,125.69,275.13,393.13,512.30,66.79,6.41,0.95,74.84,96.88,74.74,118.50,166.20,181.73,293.54,452.85,240.71,86.81,75.76,0.00,12.67,107.97,122.74,226.68,90.04,114.80,250.72,247.86,974.66,1049.88,157.42,65.87,154.52,140.09,111.58,101.43,108.76,177.74,100.80,781.11,383.80,214.14,7.74,65.62,124.04,134.58,57.65
801405,13.45,23.03,198.80,120.36,89.00,162.35,125.69,275.13,393.13,512.30,66.79,6.41,0.95,74.84,96.88,74.74,118.50,166.20,181.73,293.54,452.85,240.71,86.81,75.76,0.00,12.67,107.97,122.74,226.68,90.04,114.80,250.72,247.86,974.66,1049.88,157.42,65.87,154.52,140.09,111.58,101.43,108.76,177.74,100.80,781.11,383.80,214.14,7.74,65.62,124.04,134.58,57.65
801406,2.07,48.27,257.43,148.86,110.64,147.80,147.73,278.62,343.64,378.97,54.43,2.91,3.05,68.52,196.32,86.05,125.88,167.83,193.75,303.60,371.04,236.94,100.44,78.30,0.00,1.34,115.09,148.98,186.20,109.69,102.08,237.44,199.65,858.14,767.13,52.95,83.60,187.51,171.87,152.58,119.61,126.05,231.48,98.39,627.03,382.20,176.37,9.00,80.16,172.87,164.93,98.17
801407,6.14,29.68,185.36,122.96,92.51,152.06,130.40,304.11,392.13,515.51,60.06,2.87,4.39,75.07,126.92,86.23,124.36,204.84,184.91,292.29,457.14,246.62,85.46,83.86,0.00,12.61,112.34,145.65,223.89,88.05,111.93,253.23,257.09,956.76,1032.88,68.47,67.55,151.54,143.95,121.00,96.10,119.06,176.54,95.22,798.84,388.92,201.59,9.74,72.96,137.30,144.50,59.13
801408,6.45,48.18,180.28,150.86,106.96,153.18,129.19,285.29,370.07,454.98,68.00,2.98,1.24,72.38,96.66,76.81,139.10,174.47,187.08,345.28,422.25,250.88,104.15,88.62,0.00,3.05,113.77,131.88,231.28,95.95,106.10,242.74,219.71,1016.74,926.01,62.97,77.67,163.59,153.10,122.25,106.57,141.99,217.53,92.46,725.65,375.21,250.18,9.73,71.39,159.35,152.34,74.27
801409,1.72,24.70,215.58,134.46,120.62,141.66,138.72,287.68,334.40,368.95,64.94,4.02,2.15,67.52,170.44,79.48,117.89,134.06,189.07,322.13,376.89,218.36,98.42,80.19,0.00,0.09,112.57,148.59,223.25,109.61,102.55,244.67,203.17,851.82,789.04,92.08,82.40,175.69,176.38,147.73,109.48,146.86,195.54,98.64,642.05,340.00,192.58,12.59,60.55,150.01,171.21,90.85
801501,0.89,32.37,172.31,140.62,105.93,125.93,123.20,260.71,317.62,318.22,57.86,3.65,1.52,65.64,100.12,69.28,111.65,116.06,190.05,276.43,360.06,190.25,80.82,45.95,0.00,0.31,111.58,140.65,148.49,115.71,87.84,223.35,143.27,800.64,674.46,51.38,75.40,158.74,171.03,155.00,122.64,81.06,202.97,71.14,556.98,280.70,181.19,15.43,49.16,175.79,140.25,90.46
801502,1.68,79.68,333.53,275.05,226.40,250.40,271.03,488.14,611.34,626.98,89.20,5.53,5.62,134.26,263.03,138.34,231.70,245.08,347.47,516.57,678.78,347.12,158.53,94.82,0.00,1.43,227.17,290.30,289.44,208.94,161.27,441.22,298.95,1538.45,1312.20,107.04,146.82,328.14,337.04,378.10,269.61,188.00,397.16,148.88,1098.91,524.80,309.64,11.96,101.76,368.01,278.08,182.46
801503,0.61,22.36,153.92,140.58,109.23,123.45,111.39,243.48,291.94,312.75,48.09,3.30,1.18,64.76,110.39,69.79,112.22,115.14,170.88,257.89,333.15,196.74,80.48,49.75,0.00,0.02,110.92,136.57,120.50,100.94,76.37,215.28,140.34,776.60,656.15,64.01,73.58,156.64,171.77,148.54,132.76,89.25,200.92,71.78,539.61,255.40,151.59,10.06,47.01,188.70,126.47,88.32
801503,0.61,22.36,153.92,140.58,109.23,123.45,111.39,243.48,291.94,312.75,48.09,3.30,1.18,64.76,110.39,69.79,112.22,115.14,170.88,257.89,333.15,196.74,80.48,49.75,0.00,0.02,110.92,136.57,120.50,100.94,76.37,215.28,140.34,776.60,656.15,64.01,73.58,156.64,171.77,148.54,132.76,89.25,200.92,71.78,539.61,255.40,151.59,10.06,47.01,188.70,126.47,88.32
801601,12.71,79.42,176.10,126.61,86.17,189.94,152.59,377.64,417.03,576.90,46.88,6.07,1.48,102.90,118.07,87.45,128.25,176.96,171.05,240.13,488.97,241.20,118.98,58.45,0.00,18.48,111.41,142.11,187.33,219.14,116.91,264.91,318.89,1006.31,954.45,46.83,95.84,209.27,166.30,131.89,103.92,204.16,216.76,137.82,1078.41,456.07,271.43,20.46,57.63,110.07,163.07,36.91
801602,10.15,54.07,139.44,117.62,93.70,196.26,143.01,298.46,402.29,509.46,38.57,7.39,2.04,101.42,107.22,101.23,130.80,203.70,185.53,218.43,431.57,183.45,100.41,39.75,0.00,6.14,128.01,130.64,173.10,106.38,166.20,260.08,293.79,848.61,785.80,58.48,103.37,177.64,158.97,131.07,91.44,174.40,246.58,138.05,1033.55,289.44,208.45,25.22,28.74,70.70,151.66,37.15
801603,12.71,79.42,176.10,126.61,86.17,189.94,152.59,377.64,417.03,576.90,46.88,6.07,1.48,102.90,118.07,87.45,128.25,176.96,171.05,240.13,488.97,241.20,118.98,58.45,0.00,18.48,111.41,142.11,187.33,219.14,116.91,264.91,318.89,1006.31,954.45,46.83,95.84,209.27,166.30,131.89,103.92,204.16,216.76,137.82,1078.41,456.07,271.43,20.46,57.63,110.07,163.07,36.91
801604,10.16,87.26,156.78,115.13,93.97,249.94,190.40,311.72,446.49,498.87,51.99,12.58,3.24,111.96,146.54,91.07,173.09,349.42,204.63,250.00,421.68,213.71,118.55,54.32,0.00,6.78,135.15,188.54,216.07,219.41,173.01,267.99,336.35,853.34,874.26,45.58,120.98,190.37,188.78,150.97,106.84,299.25,310.72,156.56,1029.86,316.76,202.29,32.58,26.90,89.22,219.53,43.35
801605,10.10,60.14,143.64,117.24,93.06,231.23,142.67,304.84,455.98,510.19,38.23,7.96,2.78,109.56,154.50,92.37,147.71,302.92,199.20,226.61,416.64,223.67,94.92,50.79,0.00,5.93,129.66,144.62,185.10,160.77,172.77,261.90,300.39,864.81,832.61,38.03,97.79,171.90,181.28,141.79,92.55,202.06,258.59,137.54,1047.61,296.93,252.94,26.41,27.40,80.67,143.77,38.86
801606,12.71,79.42,176.10,126.61,86.17,189.94,152.59,377.64,417.03,576.90,46.88,6.07,1.48,102.90,118.07,87.45,128.25,176.96,171.05,240.13,488.97,241.20,118.98,58.45,0.00,18.48,111.41,142.11,187.33,219.14,116.91,264.91,318.89,1006.31,954.45,46.83,95.84,209.27,166.30,131.89,103.92,204.16,216.76,137.82,1078.41,456.07,271.43,20.46,57.63,110.07,163.07,36.91
801607,7.69,26.40,160.15,127.27,77.28,166.32,110.92,306.14,402.99,529.10,47.89,5.35,0.73,105.28,98.64,74.83,98.36,186.30,158.37,226.89,513.88,256.13,99.70,49.03,0.00,2.52,92.59,121.89,182.61,93.99,125.83,244.06,307.16,1036.53,1020.95,103.90,108.95,189.46,139.67,126.75,88.52,155.89,175.84,133.93,1077.13,403.43,226.75,19.34,30.43,83.41,122.89,30.03
801608,7.69,26.40,160.15,127.27,77.28,166.32,110.92,306.14,402.99,529.10,47.89,5.35,0.73,105.28,98.64,74.83,98.36,186.30,158.37,226.89,513.88,256.13,99.70,49.03,0.00,2.52,92.59,121.89,182.61,93.99,125.83,244.06,307.16,1036.53,1020.95,103.90,108.95,189.46,139.67,126.75,88.52,155.89,175.84,133.93,1077.13,403.43,226.75,19.34,30.43,83.41,122.89,30.03
801609,10.10,60.14,143.64,117.24,93.06,231.23,142.67,304.84,455.98,510.19,38.23,7.96,2.78,109.56,154.50,92.37,147.71,302.92,199.20,226.61,416.64,223.67,94.92,50.79,0.00,5.93,129.66,144.62,185.10,160.77,172.77,261.90,300.39,864.81,832.61,38.03,97.79,171.90,181.28,141.79,92.55,202.06,258.59,137.54,1047.61,296.93,252.94,26.41,27.40,80.67,143.77,38.86
801610,10.10,60.14,143.64,117.24,93.06,231.23,142.67,304.84,455.98,510.19,38.23,7.96,2.78,109.56,154.50,92.37,147.71,302.92,199.20,226.61,416.64,223.67,94.92,50.79,0.00,5.93,129.66,144.62,185.10,160.77,172.77,261.90,300.39,864.81,832.61,38.03,97.79,171.90,181.28,141.79,92.55,202.06,258.59,137.54,1047.61,296.93,252.94,26.41,27.40,80.67,143.77,38.86
801611,7.69,26.40,160.15,127.27,77.28,166.32,110.92,306.14,402.99,529.10,47.89,5.35,0.73,105.28,98.64,74.83,98.36,186.30,158.37,226.89,513.88,256.13,99.70,49.03,0.00,2.52,92.59,121.89,182.61,93.99,125.83,244.06,307.16,1036.53,1020.95,103.90,108.95,189.46,139.67,126.75,88.52,155.89,175.84,133.93,1077.13,403.43,226.75,19.34,30.43,83.41,122.89,30.03
801701,48.21,171.22,213.08,176.43,156.16,264.56,269.35,369.39,355.84,436.18,45.10,9.79,2.07,100.27,197.13,159.18,251.43,309.57,323.57,218.79,289.04,155.13,63.78,45.21,0.00,30.93,275.12,226.28,303.86,210.66,240.75,280.49,278.93,471.64,609.72,54.90,104.64,174.30,294.52,204.61,128.43,290.48,345.91,144.67,598.02,221.91,240.12,9.73,66.54,128.58,203.24,51.23
801702,34.57,218.25,174.88,183.12,159.98,308.45,289.15,363.15,286.24,254.59,40.58,15.20,3.88,83.16,169.65,188.11,313.65,332.25,369.14,211.80,232.79,80.59,56.97,64.36,0.00,28.36,324.89,256.55,305.39,274.98,242.43,307.14,281.65,388.07,529.37,63.28,132.64,310.53,294.02,195.30,127.41,364.81,394.15,166.85,519.02,139.96,206.54,11.06,73.54,120.32,240.96,43.61
801703,25.87,225.16,239.87,163.71,133.65,347.90,248.46,353.53,315.75,342.20,36.72,11.21,3.09,105.07,209.01,155.97,305.35,393.11,364.40,210.01,322.79,83.25,61.87,80.14,0.00,57.78,324.84,320.93,313.08,278.45,246.70,292.27,246.15,544.70,618.13,39.27,111.77,404.32,331.98,235.81,127.18,453.96,393.10,141.90,739.74,186.36,221.97,12.44,121.84,143.89,295.16,38.24
801704,25.87,225.16,239.87,163.71,133.65,347.90,248.46,353.53,315.75,342.20,36.72,11.21,3.09,105.07,209.01,155.97,305.35,393.11,364.40,210.01,322.79,83.25,61.87,80.14,0.00,57.78,324.84,320.93,313.08,278.45,246.70,292.27,246.15,544.70,618.13,39.27,111.77,404.32,331.98,235.81,127.18,453.96,393.10,141.90,739.74,186.36,221.97,12.44,121.84,143.89,295.16,38.24
801801,38.86,148.54,187.54,178.91,154.69,265.10,226.45,323.73,376.03,440.44,40.43,9.25,1.17,71.09,211.52,142.35,225.73,305.15,336.42,222.38,266.45,142.79,78.06,54.35,0.00,19.42,288.14,214.01,383.78,213.95,239.26,319.89,221.64,453.44,566.50,124.35,96.75,149.14,284.91,197.36,134.48,268.85,310.39,147.76,509.44,217.28,243.58,10.97,75.99,133.75,210.53,65.95
801802,35.36,117.24,211.87,170.94,138.01,314.62,231.34,334.29,375.10,385.58,51.41,8.95,0.86,64.91,206.80,133.67,209.01,282.30,353.46,259.86,303.74,197.85,81.81,52.31,0.00,17.30,248.75,197.51,335.71,180.83,231.20,298.54,260.82,571.47,699.05,99.77,94.75,170.99,261.39,213.72,123.56,266.75,299.61,144.55,622.94,285.74,298.19,12.42,109.75,187.38,207.93,62.06
801803,38.86,148.54,187.54,178.91,154.69,265.10,226.45,323.73,376.03,440.44,40.43,9.25,1.17,71.09,211.52,142.35,225.73,305.15,336.42,222.38,266.45,142.79,78.06,54.35,0.00,19.42,288.14,214.01,383.78,213.95,239.26,319.89,221.64,453.44,566.50,124.35,96.75,149.14,284.91,197.36,134.48,268.85,310.39,147.76,509.44,217.28,243.58,10.97,75.99,133.75,210.53,65.95
801901,14.37,109.23,231.89,167.16,107.71,206.84,172.43,351.03,414.97,506.18,75.84,7.65,2.35,103.09,129.12,100.02,192.96,198.30,221.80,265.43,434.78,228.28,102.81,44.55,0.00,24.98,149.21,151.34,191.36,114.15,143.58,259.92,300.12,864.15,955.79,72.64,107.33,148.87,211.69,157.33,93.26,192.93,289.78,133.43,892.09,401.17,294.43,18.87,30.75,93.27,158.75,37.91
801902,14.37,109.23,231.89,167.16,107.71,206.84,172.43,351.03,414.97,506.18,75.84,7.65,2.35,103.09,129.12,100.02,192.96,198.30,221.80,265.43,434.78,228.28,102.81,44.55,0.00,24.98,149.21,151.34,191.36,114.15,143.58,259.92,300.12,864.15,955.79,72.64,107.33,148.87,211.69,157.33,93.26,192.93,289.78,133.43,892.09,401.17,294.43,18.87,30.75,93.27,158.75,37.91
801903,12.48,52.66,164.62,159.05,85.53,176.69,147.08,313.96,413.25,524.41,67.96,4.83,1.19,86.24,120.69,91.57,155.76,201.66,185.07,256.46,470.31,258.88,96.00,52.43,0.00,11.50,129.72,150.47,196.26,85.73,145.28,264.54,310.37,930.64,1048.32,52.78,96.79,172.24,168.99,120.80,91.39,146.54,216.50,119.59,924.58,411.94,285.83,18.43,39.52,94.77,171.60,35.42
801904,16.30,69.72,280.83,148.49,86.29,177.64,164.49,305.94,404.82,493.44,63.63,5.26,1.25,85.49,120.32,89.62,157.56,216.89,199.56,245.91,432.29,207.34,92.67,59.63,0.00,13.80,142.83,165.73,212.98,101.63,136.78,269.75,309.39,884.23,1009.48,55.75,90.99,174.50,184.08,121.23,98.05,162.15,268.17,120.46,883.76,367.03,278.18,20.61,51.23,85.19,164.56,42.91
801905,16.32,115.63,251.15,175.67,109.51,187.97,188.49,327.99,381.05,462.13,52.76,7.89,1.73,95.08,144.38,103.54,193.02,215.41,230.78,245.84,399.48,190.40,102.44,50.99,0.00,29.40,158.91,162.32,221.83,119.38,148.76,267.89,290.76,806.50,898.62,60.06,89.90,166.64,233.67,175.08,100.67,221.23,303.87,136.46,832.44,321.83,276.99,11.51,56.34,89.80,175.17,39.18
801906,16.32,115.63,251.15,175.67,109.51,187.97,188.49,327.99,381.05,462.13,52.76,7.89,1.73,95.08,144.38,103.54,193.02,215.41,230.78,245.84,399.48,190.40,102.44,50.99,0.00,29.40,158.91,162.32,221.83,119.38,148.76,267.89,290.76,806.50,898.62,60.06,89.90,166.64,233.67,175.08,100.67,221.23,303.87,136.46,832.44,321.83,276.99,11.51,56.34,89.80,175.17,39.18
802001,14.03,50.12,186.02,118.32,87.78,184.90,155.59,342.43,449.26,551.33,84.67,3.94,1.00,86.67,105.79,87.96,142.85,213.91,189.07,258.43,509.01,269.51,95.36,82.46,0.00,12.66,133.11,161.74,206.88,103.97,145.45,274.05,316.03,1010.06,1092.49,79.71,86.57,175.83,147.92,125.10,95.19,177.57,260.83,119.24,976.87,366.72,251.97,21.93,49.67,99.71,136.20,34.14
802002,14.03,50.12,186.02,118.32,87.78,184.90,155.59,342.43,449.26,551.33,84.67,3.94,1.00,86.67,105.79,87.96,142.85,213.91,189.07,258.43,509.01,269.51,95.36,82.46,0.00,12.66,133.11,161.74,206.88,103.97,145.45,274.05,316.03,1010.06,1092.49,79.71,86.57,175.83,147.92,125.10,95.19,177.57,260.83,119.24,976.87,366.72,251.97,21.93,49.67,99.71,136.20,34.14
802003,14.03,50.12,186.02,118.32,87.78,184.90,155.59,342.43,449.26,551.33,84.67,3.94,1.00,86.67,105.79,87.96,142.85,213.91,189.07,258.43,509.01,269.51,95.36,82.46,0.00,12.66,133.11,161.74,206.88,103.97,145.45,274.05,316.03,1010.06,1092.49,79.71,86.57,175.83,147.92,125.10,95.19,177.57,260.83,119.24,976.87,366.72,251.97,21.93,49.67,99.71,136.20,34.14
